Dept_ID,Time_Index,Budget_Allocated,Labor_Cost,Material_Cost,Overhead_Cost,Maintenance_Cost,Logistics_Cost,IT_Cost,Utilization_Rate,Inventory_Level,Demand_Forecast,Inflation_Rate,Market_Volatility,Risk_Score,Total_Operational_Cost,Budget_Consumed,Cost_Variance,Target_Total_Cost,Target_Budget_Overrun
2,45,94281.78605,56190.89068,63999.32644,14101.34608,3989.41641,16403.88987,12955.24641,0.95727473,6871.059495,17738.51762,2.883316901,0.702707,0.897949823,167640.1159,165389.7084,71107.92235,167640.1159,1
9,61,51284.9069,40210.90304,24801.3291,21163.23822,12691.1943,22198.38941,12623.13736,0.602097402,5224.496907,16915.72889,6.542747435,0.740030854,0.199957643,133688.1914,143216.3567,91931.4498,133688.1914,1
3,83,161352.3803,63452.2147,40309.30613,24175.71584,19906.80581,16468.31501,1963.701921,0.554421238,5951.686491,10378.79733,6.200969815,0.861435687,0.14280211,166276.0594,173445.8638,12093.48357,166276.0594,1
1,123,71063.84435,79481.8403,6331.010419,21005.39918,4377.310869,7237.434386,12061.73033,0.835651902,4043.179021,7460.59285,3.184057285,0.539533144,0.293531758,130494.7255,131972.8182,60908.9738,130494.7255,1
5,358,220663.1513,56132.42768,38921.88217,27296.74706,11382.00706,12775.87324,11965.95724,0.824080533,7283.249039,16229.30317,5.893685751,0.527900129,0.552086167,158474.8944,166373.7897,-54289.36152,158474.8944,0
7,16,108905.7128,13531.88994,46401.23069,10699.2938,3274.822766,20606.66422,2838.065517,0.962274435,6901.940865,4740.937503,4.362030076,0.836231367,0.395827663,97351.96693,106444.1555,-2461.557317,97351.96693,0
6,66,285893.536,17319.40053,20229.83146,27316.65177,18750.49238,23224.97419,10268.12925,0.523191175,6005.121574,2358.809987,6.086826515,0.740874607,0.496131047,117109.4796,120333.6558,-165559.8802,117109.4796,0
1,145,267812.9068,71670.28594,42630.91645,6533.3152,6543.348203,7449.047736,7335.10271,0.823175574,8685.25256,1868.499235,4.976581113,0.710909184,0.175843989,142162.0162,155100.4622,-112712.4447,142162.0162,0
5,162,122360.2237,46924.71612,47065.90518,20807.31861,17688.45658,14410.90891,13600.18933,0.440121146,1468.050236,1734.981957,2.288826051,0.731309643,0.309794167,160497.4947,167949.8886,45589.66486,160497.4947,1
5,234,245803.8637,67738.60116,49647.59509,17786.02759,6378.452346,5655.333654,10735.71707,0.688220864,3359.721121,10288.88447,6.721801929,0.494544873,0.187894717,157941.7269,161485.3685,-84318.49518,157941.7269,0
6,144,250811.2262,69962.86354,55466.21593,16355.17039,16314.99712,13430.99308,14313.82551,0.471634466,5203.738944,5850.959086,5.333599548,0.133134894,0.306735928,185844.0656,194509.1503,-56302.07585,185844.0656,0
3,358,296640.7785,74937.2179,25237.05079,11394.62478,4978.245335,4072.624777,2468.917034,0.791887593,9606.745707,14117.12731,6.348767737,0.258611907,0.732978124,123088.6806,128059.1439,-168581.6346,123088.6806,0
5,188,199459.9967,76488.04438,41905.50217,16600.78412,6562.999173,23659.74561,1568.502402,0.760880057,1183.65217,13423.93991,2.756430649,0.61439367,0.617761715,166785.5779,168996.2542,-30463.74254,166785.5779,0
7,322,70491.43366,48837.80576,68802.63693,7367.880622,4657.031943,16675.29854,14630.11101,0.42929976,3702.236155,11298.38014,6.327634836,0.416932735,0.400573832,160970.7648,166503.1773,96011.74365,160970.7648,1
5,13,211709.3072,33871.41206,63379.37109,12971.66549,6020.937679,21646.98506,2122.69026,0.591770694,9295.96026,7704.022347,4.481997131,0.585416199,0.33510454,140013.0616,147782.0085,-63927.2987,140013.0616,0
5,184,206244.9371,77330.5412,66923.25283,5664.384772,16862.44935,24960.78901,6406.741493,0.637020179,9030.501891,17158.66865,6.795602264,0.541342322,0.997775049,198148.1587,213173.7224,6928.785306,198148.1587,1
5,111,209587.6444,48318.44842,30098.8659,18439.85819,13141.61745,6201.317878,10099.58871,0.548836162,8719.832922,14484.35231,5.594995252,0.450928244,0.791080915,126299.6966,125750.2437,-83837.40068,126299.6966,0
10,290,126786.412,14497.69061,56150.32688,5585.732927,8711.713708,17965.29854,13320.79343,0.423202026,3429.709332,6158.996357,4.129412752,0.287782417,0.83983977,116231.5561,110675.361,-16111.05103,116231.5561,0
10,295,264919.8963,54994.3585,45293.36686,7329.305385,19458.89951,22400.68475,4564.082455,0.591293138,8544.939908,10532.08458,3.211501713,0.675167913,0.123728173,154040.6975,159075.1611,-105844.7352,154040.6975,0
3,215,289868.0457,51137.93253,10377.7804,5307.60364,9832.369015,15246.57785,1406.814966,0.875574941,5300.724413,3969.152968,6.895545012,0.827236104,0.153628115,93309.0784,95491.82272,-194376.223,93309.0784,0
1,120,104428.1282,72705.5011,58558.7253,13295.38728,19425.43945,16713.0167,8298.015067,0.616065453,6387.899018,7246.749531,5.361155981,0.715970975,0.741353024,188996.0849,181082.7849,76654.65665,188996.0849,1
5,55,72038.03953,55723.10324,49011.58296,25732.87827,4735.151535,11376.43506,7595.568284,0.594021853,2768.836602,19945.66347,7.924808436,0.196030589,0.27264957,154174.7194,161093.4581,89055.41859,154174.7194,1
9,27,98633.75829,34433.66971,17929.62837,27486.20257,18188.13012,17519.49918,5296.504551,0.965051883,7213.401945,5253.040185,4.240932022,0.530359791,0.483089892,120853.6345,131876.701,33242.94268,120853.6345,1
1,118,255138.0348,77635.8008,10183.00623,4941.015274,1262.621878,11098.29204,13234.59115,0.424978431,3613.12249,14267.74476,6.11431533,0.768292946,0.265749922,118355.3274,119578.5022,-135559.5326,118355.3274,0
3,221,219161.1587,66113.36402,59406.43849,20132.8538,11360.76084,12962.25168,11490.5104,0.860372917,3766.864048,5529.95427,5.736925231,0.572785426,0.259364715,181466.1792,196737.2892,-22423.86947,181466.1792,0
4,231,209011.8356,54129.23329,10128.61892,21478.40646,9037.995492,4366.97008,13013.62936,0.689856159,6549.763173,18824.55624,5.825490256,0.451655329,0.198169257,112154.8536,120226.1005,-88785.73509,112154.8536,0
1,53,150448.2838,30504.76424,10938.00125,17411.78845,10976.66906,2179.593204,3265.325433,,2778.403261,6892.524055,6.421879787,0.32763708,0.634834099,75276.14163,73338.34128,-77109.9425,75276.14163,0
1,295,194456.9929,36147.82074,32781.53871,21008.59126,11515.45181,3268.475855,10693.76743,0.636082446,2632.167871,7587.092418,2.83464968,0.3643126,0.765371236,115415.6458,123274.5251,-71182.46778,115415.6458,0
8,321,126968.5313,56897.89469,13761.85885,9309.649317,8391.595727,6427.997742,14651.4243,0.824825402,4007.047955,12283.33569,5.297864264,0.293725464,0.151160142,109440.4206,112450.6792,-14517.8521,109440.4206,0
2,233,169300.0199,15038.65729,64388.52383,16220.39372,19965.75909,12501.88785,9566.794485,0.441961219,7891.604438,12174.12365,5.054778022,0.256581161,0.347996658,137682.0163,149769.7095,-19530.31036,137682.0163,0
8,158,248265.7571,27967.64142,35568.45586,13553.64792,19553.63662,2482.86363,3399.101114,0.957263455,2634.479466,12002.45141,4.055178735,0.571092119,0.692531559,102525.3466,100312.2278,-147953.5293,102525.3466,0
7,269,295310.3994,59973.06534,41994.81374,5422.114689,19273.16216,5586.542701,14940.92552,0.6067256,7979.52471,11891.8387,4.616901599,0.507507843,0.45308442,147190.6241,142591.9426,-152718.4567,147190.6241,0
10,21,283122.2309,43601.29569,65326.89582,19890.02387,19602.6159,19973.22589,8396.530142,0.714402745,7108.250133,6931.550981,5.11287246,0.687866467,0.734199299,176790.5873,174349.4735,-108772.7574,176790.5873,0
10,53,283466.4857,38167.54954,39467.10967,16370.8102,16067.23558,19529.83084,12760.82626,0.483088965,6951.258864,9253.794243,3.92553389,0.34634363,0.783305392,142363.3621,136518.4928,-146947.9929,142363.3621,0
2,275,150555.9337,20602.03357,27983.42449,10429.69873,19783.2191,20163.79671,3091.060264,0.967334723,5010.1789,12275.23542,3.758952992,0.468659264,0.129064632,102053.2329,101850.3525,-48705.58117,102053.2329,0
6,313,167197.4701,40929.43241,56815.08188,15789.50203,17954.84428,23195.44169,10325.34705,0.803782242,7585.934417,13754.13235,6.429635448,0.644296175,0.4427738,165009.6493,163764.0467,-3433.423396,165009.6493,0
6,281,226408.8491,63948.43795,33785.26284,23933.0465,8902.720104,4738.633017,13776.64777,0.432368486,628.435441,5809.451257,2.401508856,0.870587028,0.756225055,149084.7482,150938.2093,-75470.63983,149084.7482,0
3,214,280547.982,28480.89923,25700.51266,24644.7596,15910.76506,5752.217153,8448.249468,0.493124068,3403.268953,14328.02617,3.877778471,0.379096321,0.440574385,108937.4032,111055.8631,-169492.1189,108937.4032,0
2,31,85498.56484,10377.89795,52009.91481,20537.20548,18329.28906,9671.733136,5041.240848,0.639900399,6951.805906,18542.24875,5.922266877,0.338567096,0.105249883,115967.2813,112686.3445,27187.77966,115967.2813,1
1,337,126060.466,56795.34308,57104.36898,15629.1915,14539.5154,23048.24758,2783.905591,0.530062607,9879.306531,15400.62636,3.25263781,0.459430697,0.402672639,169900.5721,177190.3412,51129.87529,169900.5721,1
6,183,84811.71115,78083.86231,56461.55089,18545.24026,9032.864471,19835.98809,5143.225313,0.582775342,523.8862403,2600.423254,5.433635812,0.679099171,0.885387481,187102.7313,184022.1054,99210.39426,187102.7313,1
5,23,203002.1325,52477.85945,68548.83692,13395.41503,2250.014598,9454.789264,5968.378841,0.998494697,5344.736518,9913.398182,3.81298485,0.869240238,0.956745004,152095.2941,147272.2459,-55729.88658,152095.2941,0
9,32,126575.2492,18394.53012,56133.35168,6417.021261,16384.2418,4015.623809,10939.37147,0.795189218,9276.446076,9270.012875,7.05980764,0.529229059,0.604464978,112284.1401,118608.1698,-7967.07947,112284.1401,0
1,74,131526.9631,32451.31646,55045.67334,13411.75613,19102.11459,16176.7406,3500.699698,0.953330561,8703.624156,7393.562928,4.099935993,0.749952192,0.375724093,139688.3008,133180.2633,1653.300199,139688.3008,1
7,10,67728.98987,70734.91303,60736.54149,17318.98441,7886.801944,7906.840814,2485.46798,0.661479025,719.7938502,10335.08266,3.37709937,0.471519845,0.519457823,167069.5497,167947.482,100218.4921,167069.5497,1
5,54,137449.0155,26279.7652,5012.037694,19168.5184,3886.214969,14216.50902,6417.153574,0.826169371,5530.80221,9353.041695,5.180622663,0.131885703,0.312583174,74980.19885,72855.2969,-64593.71856,74980.19885,0
5,52,265624.1269,52538.71324,28558.04173,28266.62635,7203.57295,23661.47727,7421.15063,0.675814175,540.7274635,1117.239066,2.813963078,0.815369047,0.251313125,147649.5822,159818.6991,-105805.4277,147649.5822,0
2,148,108268.203,38186.98458,52944.20124,23988.00302,12069.82481,15170.19664,9797.390731,0.596934726,8000.962008,5494.550284,6.784903804,0.331902474,0.544181749,152156.601,163365.7891,55097.58608,152156.601,1
3,160,223796.8666,24549.0605,43981.73572,7103.799159,7021.651062,23248.19204,10905.43822,0.711503888,3434.311,5061.86076,6.080169508,0.210932513,0.76301559,116809.8767,112029.9004,-111766.9662,116809.8767,0
7,14,207407.0862,66938.48255,16542.18017,7702.91958,12601.75587,11039.89208,13449.88792,0.656386625,7773.111288,7635.931284,6.623053428,0.896929195,0.300218343,128275.1182,132452.7387,-74954.34756,128275.1182,0
6,178,265871.1521,61998.18935,24742.65079,5713.358499,19370.19241,16567.08076,5045.349917,0.988324389,9475.536746,4314.678093,4.393269199,0.377919197,0.918583582,133436.8217,132676.6763,-133194.4758,133436.8217,0
2,53,83071.98691,56311.37462,26891.51972,22930.90663,13743.95537,22559.4694,8400.509518,0.697699843,9772.808014,2288.227431,7.010020483,0.209230622,0.251404875,150837.7353,147652.3184,64580.33153,150837.7353,1
6,335,294397.4901,26543.56132,41908.82723,22065.30152,7890.527959,15523.70817,6124.569895,0.88666788,8994.056218,4735.644246,4.961288784,0.349233743,0.602570419,120056.4961,119664.0068,-174733.4832,120056.4961,0
2,22,195657.1615,16849.99019,59053.88927,29631.79835,18779.30646,16142.66957,1019.903408,0.800091681,2439.362805,17229.54894,2.56819421,0.511070101,0.798744933,141477.5572,151718.142,-43939.01954,141477.5572,0
2,30,298868.5381,50331.15309,65611.96569,17094.63228,11747.07011,18475.08359,9112.045518,0.687776342,2348.701614,16143.74748,3.344175494,0.170365669,0.292049634,172371.9503,165249.2492,-133619.2889,172371.9503,0
2,191,277878.6815,48757.44835,53756.00684,25313.20308,3439.075572,22288.47842,12421.14506,0.684490043,6444.914112,9399.827751,6.266316809,0.382096667,0.366800002,165975.3573,173815.2046,-104063.4769,165975.3573,0
3,260,105379.318,23186.95065,59791.77536,18563.87618,10480.6391,4028.141409,1510.152805,0.60513407,5668.509981,17678.48565,7.378533793,0.635085138,0.146335824,117561.5355,127790.0383,22410.72022,117561.5355,1
2,205,64040.50248,13937.2686,,26600.34124,13419.09245,9747.76579,1048.88462,0.464189085,590.5787741,5420.646744,2.571113555,0.832745604,0.949553557,100309.59,102035.7628,37995.2603,100309.59,1
4,59,113909.7734,15649.59179,30335.39578,22467.56806,16926.83295,11146.7487,11189.45769,0.856881597,4221.409836,12099.97368,7.185288747,0.417950148,0.538274974,107715.595,116895.8816,2986.108179,107715.595,1
9,264,181890.9122,79493.96906,30526.05459,20357.8684,18793.05895,22923.3223,10574.03615,0.950856876,9113.564552,3715.572635,6.794418975,0.551651397,0.157875558,182668.3095,198381.4492,16490.53694,182668.3095,1
6,12,92899.09177,64850.87263,45042.50434,18258.31212,7030.906541,23988.18226,6681.929475,0.530772913,9034.41068,16834.6131,4.13936636,0.60884976,0.847114132,165852.7074,172725.5384,79826.44661,165852.7074,1
1,119,91864.93613,74539.12332,13075.38586,22520.20416,3954.734918,4768.750687,10262.46834,,2437.115399,3481.049592,6.135660826,0.156602783,0.612409743,129120.6673,131493.399,39628.46287,129120.6673,1
8,290,165648.3868,23653.83056,42667.12188,14330.65375,2402.744202,4739.476635,14347.40502,0.539382531,4128.649157,1605.343021,3.121708063,0.373780034,0.149756246,102141.232,108336.0515,-57312.33524,102141.232,0
7,338,58316.99279,77239.79754,48233.63591,5607.567679,15028.73745,23501.82127,4470.079152,0.718047461,5823.477104,6195.440371,6.8803598,0.647403212,0.505806914,174081.639,189302.1878,130985.1951,174081.639,1
10,248,80472.02063,19985.8046,33529.06811,4079.625478,16108.0068,8802.753732,4442.972323,0.606173198,8601.450518,18117.7667,5.944034131,0.688528869,0.490962738,86948.23105,91470.00004,10997.9794,86948.23105,1
3,354,153965.3349,45635.728,66955.86649,15933.64075,8778.089412,7561.731638,3607.250867,0.468705272,5553.947173,3459.684557,4.632976277,0.384761688,0.23147356,148472.3072,145716.8211,-8248.513797,148472.3072,0
1,127,65782.4773,68078.69791,44533.8627,19180.87272,8522.582736,2819.325912,11135.8145,0.431703025,9697.898218,7282.735105,7.187103893,0.105389,0.478335528,154271.1565,165534.2409,99751.76361,154271.1565,1
5,75,149188.7641,34486.23482,19299.9657,5128.923825,19130.5036,8338.7065,5944.649334,0.619207919,8090.995311,7011.884867,2.835407008,0.10549248,0.354526314,92328.98377,100890.6508,-48298.11331,92328.98377,0
4,361,168501.5665,39737.99732,36149.05673,10746.39582,18416.94518,17951.10783,14841.70388,0.428406319,9554.372793,16231.27921,7.074713795,0.530496014,0.729947706,137843.2068,139434.0872,-29067.47932,137843.2068,0
10,204,162816.6535,18972.95772,48901.28841,11694.86956,5432.052136,11798.83174,11005.08465,0.462523863,7449.176075,9008.982596,2.143318439,0.541188717,0.104942755,107805.0842,113695.3871,-49121.26643,107805.0842,0
8,49,267293.7144,18604.5316,26035.8931,18195.47945,15835.34531,13888.01809,6143.276413,0.485378547,8837.429324,12619.77394,6.519202426,0.544575546,0.195738349,98702.54396,101439.0673,-165854.6471,98702.54396,0
1,79,182515.6138,53369.77573,10176.70441,10519.02631,12831.30753,23097.79872,3088.604477,0.401149424,8394.536028,8683.277111,5.44018446,0.677402453,0.926783928,113083.2172,109329.0102,-73186.60356,113083.2172,0
10,241,166995.1156,57287.2658,42923.31626,5582.512188,3930.232043,4637.865001,9288.347431,0.49195133,2911.465577,11477.68329,6.180339639,0.837015517,0.489999995,123649.5387,123955.7323,-43039.38328,123649.5387,0
1,349,152677.3113,64413.27599,66611.56096,7451.132006,7778.649895,3638.536451,5128.645543,0.746367208,2680.596023,2186.373756,4.474067154,0.892136166,0.258563777,155021.8008,151080.2849,-1597.026409,155021.8008,0
4,154,254405.8446,48967.74369,36529.67906,7696.590643,4371.985885,21594.40723,13677.12714,0.891713873,8711.642542,8106.559325,7.186646755,0.660853404,0.813903793,132837.5336,139617.0305,-114788.8141,132837.5336,0
8,274,273764.151,55203.15046,63897.09024,25752.76349,6607.964738,19821.68334,7179.661598,0.516057976,1304.438506,17247.01092,3.878894145,0.511198974,0.86643334,178462.3139,185121.4932,-88642.65779,178462.3139,0
5,96,263310.6173,10946.20902,59276.53324,10676.63155,12690.72234,8065.8863,5097.099504,0.448523562,4381.354245,14130.2837,3.649731711,0.212795839,0.290092612,106753.082,101952.413,-161358.2043,106753.082,0
2,214,218386.6445,21351.9509,14581.83094,22296.67682,8130.04395,9457.384907,9239.725404,0.837708519,8296.248818,19654.75184,3.810503874,0.407340144,0.742239993,85057.61291,81590.75283,-136795.8917,85057.61291,0
6,294,84340.43649,78944.03362,51031.04492,18331.64615,8487.130877,9136.390223,2917.643014,0.404897627,8225.773652,15970.47121,6.646183057,0.557965333,0.653622122,168847.8888,167010.6334,82670.19688,168847.8888,1
5,209,119217.4924,15319.54544,33305.25913,29380.04635,11253.29856,16899.60235,8861.687019,0.840497261,1818.436701,9578.684583,4.971750388,0.899846785,0.77055104,115019.4389,122119.4657,2901.973349,115019.4389,1
2,343,61515.76592,57515.17556,21266.01114,10366.21206,2657.258638,3407.864661,1785.560699,0.478670342,5133.243108,13849.3287,5.222511955,0.201585299,0.809108577,96998.08276,93993.6074,32477.84148,96998.08276,1
3,88,282706.0187,22325.78431,49650.99312,7276.071554,15037.14851,13256.23646,9496.441544,0.536971037,5058.407826,15742.35984,6.98993251,0.734461177,0.694842271,117042.6755,114785.638,-167920.3807,117042.6755,0
9,306,215199.6324,60170.301,53272.94671,4405.021618,8632.481135,5079.07829,8422.293815,0.472041947,3575.353798,6123.989539,7.000193314,0.899152159,0.960595263,139982.1226,152040.7368,-63158.89559,139982.1226,0
7,264,236590.7211,59419.32821,16693.26072,9505.910882,10127.54468,20853.98644,8290.72375,0.548402894,9213.220878,2140.339922,2.970428627,0.744233026,0.877803723,124890.7547,128877.3457,-107713.3754,124890.7547,0
7,325,127892.9349,26393.93419,64438.90433,21469.91393,19511.69485,10755.2491,10578.30142,0.878905563,6704.617314,8711.098092,5.298606037,0.713715328,0.306074339,153147.9978,159752.8799,31859.94499,153147.9978,1
6,320,261413.3806,28874.40795,53824.57086,5301.972065,7542.970878,14134.16044,1622.392602,0.479526463,9811.781154,3748.79008,2.756109239,0.30694491,0.922209217,111300.4748,113344.4993,-148068.8813,111300.4748,0
8,157,114900.8209,55833.94995,65669.40744,9606.949819,13316.15978,2674.305002,7436.240505,0.996499379,1134.279003,6267.581275,7.211170827,0.102690006,0.423637571,154537.0125,153759.0189,38858.19795,154537.0125,1
4,156,50410.93928,37306.02271,25609.75922,26093.32594,8457.582029,3340.079211,7216.541283,0.596258666,4246.326643,18990.06441,7.022034213,0.28078967,0.753887666,108023.3104,106658.9266,56247.98732,108023.3104,1
8,139,144103.7406,23618.35788,66056.77602,18739.72963,17991.37165,17526.26111,7436.954186,0.953180875,8433.80684,17094.56927,7.096093149,0.731840092,0.863209285,151369.4505,157179.4547,13075.71408,151369.4505,1
4,121,192690.3702,61217.57192,28953.64776,4877.081587,17088.36907,19635.72254,14718.47359,0.514019848,4515.513858,12256.81286,6.229151002,0.185824959,0.492733384,146490.8665,149515.36,-43175.0102,146490.8665,0
8,65,169676.2145,20790.3267,8508.034493,4287.444895,5590.861163,18330.81845,2949.898624,0.512738512,2987.841257,8623.877424,4.801263836,0.3368947,0.146357692,60457.38432,61089.46438,-108586.7501,60457.38432,0
9,107,265519.0356,69895.05649,54593.01027,4650.317634,14143.16854,18951.42864,10666.0166,0.73920141,9979.171671,6022.276844,4.428327358,0.550004217,0.954695291,172898.9982,182262.8231,-83256.2125,172898.9982,0
3,147,76351.32149,46026.86668,50728.02937,28430.62635,2238.267922,4406.256563,6627.945923,0.430360051,8794.686452,11857.70731,4.371347383,0.56384824,0.165232048,138457.9928,139928.8492,63577.52771,138457.9928,1
3,137,188455.8602,17399.04227,43864.2145,25946.52857,19300.5224,17949.36935,8164.171341,0.880601739,5691.499782,11130.04474,2.397276732,0.534390952,0.413298632,132623.8484,126723.3547,-61732.50548,132623.8484,0
2,162,178244.8375,58585.06335,36843.09338,25813.38113,7630.812052,6180.194402,11673.51468,0.66376915,5836.237744,15834.83536,7.693221719,0.884706796,0.636802568,146726.059,157869.9751,-20374.86238,146726.059,0
10,100,120348.2455,46341.41277,7090.742571,27953.85258,16805.01268,4254.354933,3203.256196,0.819517884,565.1981256,18632.38359,4.70165394,0.109828477,0.205783037,105648.6317,105412.0333,-14936.21222,105648.6317,0
3,338,255557.0281,30864.03003,45598.82135,16641.89554,7050.195955,19414.6991,11690.19298,0.504779322,9819.448518,7249.808725,7.580689396,0.490078808,0.854385694,131259.8349,143330.5235,-112226.5046,131259.8349,0
3,307,238212.164,39577.75662,32094.24999,9678.306121,13022.64408,22456.34069,1984.630958,0.78541441,8159.804038,4919.645104,7.275545235,0.503536496,0.28307994,118813.9285,128548.7949,-109663.3691,118813.9285,0
5,141,233214.7968,30883.64205,41413.61118,13836.39611,19688.22505,18484.32787,7766.333157,0.756442393,848.9289157,8653.192703,6.971662327,0.334657706,0.987403297,132072.5354,130102.9954,-103111.8015,132072.5354,0
5,83,269048.1196,28411.8085,32905.88723,22409.32997,17658.2474,20528.18941,11388.99201,0.853396751,2175.136826,9313.284746,5.529853309,0.520057021,0.924790097,133302.4545,145942.2802,-123105.8394,133302.4545,0
2,177,230696.1502,21452.58946,67793.64863,26652.88753,4046.952288,24795.02757,3695.720375,0.578440776,8299.796688,1757.5355,2.609335316,0.638623873,0.644100478,148436.8259,160019.962,-70676.18813,148436.8259,0
10,198,107960.3229,35393.69932,44267.07857,14747.45502,11402.28023,5099.385962,11792.81904,0.959899345,1325.222709,17372.23411,3.943468697,0.638204726,0.69400908,122702.7182,134697.2117,26736.88876,122702.7182,1
6,112,226390.6779,27569.10444,53700.36149,17455.2858,7622.10386,24198.50871,3335.375097,0.976780642,9446.964411,19916.25443,5.621517256,0.170285581,0.580245821,133880.7394,140801.3385,-85589.33943,133880.7394,0
5,56,126925.7033,57840.41409,65862.55159,28158.14082,9252.438181,15827.54953,12189.3426,0.920874167,9998.96509,18540.96516,2.08073485,0.741967985,0.451993572,189130.4368,206078.2285,79152.52511,189130.4368,1
6,179,110543.6626,57871.37188,43453.95599,5902.463202,7368.479455,20704.82262,7565.098021,0.74322026,8921.111691,17352.63461,2.255785482,0.844567864,0.416537287,142866.1912,150511.528,39967.86541,142866.1912,1
1,186,68250.89822,45128.81698,5784.063658,26282.07886,7383.225716,16953.89118,10584.93665,0.652172962,7519.587899,19859.40577,6.065980293,0.198889486,0.902489416,112117.013,120891.7399,52640.84168,112117.013,1
5,218,236007.1451,64456.11692,7228.95909,7301.302021,11308.51163,15110.86914,13843.69042,0.434795451,5129.182336,18248.36021,7.329217109,0.433312229,0.618957754,119249.4492,124205.9803,-111801.1648,119249.4492,0
9,316,227750.2405,68893.78033,50651.99822,16064.25646,4647.316173,18183.23686,6717.901331,,1283.080975,14078.98479,7.130978776,0.509400182,0.840964359,165158.4894,179919.7203,-47830.52022,165158.4894,0
10,217,108624.8694,50583.65202,23140.53385,8897.424474,11210.51308,9365.949284,4261.405376,0.971068806,7439.239203,4168.376327,3.008871659,0.207857351,0.562663939,107459.4781,110437.5065,1812.637032,107459.4781,1
2,120,237344.7542,53325.46139,42659.68228,19279.58603,6300.343307,23258.24504,13140.29735,0.411213073,4270.218963,3970.652343,7.467400716,0.50270724,0.37632243,157963.6154,167518.0935,-69826.66072,157963.6154,0
1,175,279460.2208,29802.01369,18148.01677,,6490.675181,4651.729157,3262.633073,0.614132528,5917.171996,1926.815185,6.177813204,0.265487069,0.182583529,80436.55025,87478.29306,-191981.9277,80436.55025,0
10,23,77007.23937,72640.84405,22566.17688,13260.19883,15036.21255,9314.717234,9840.664726,0.928021821,3287.209523,8824.786477,6.297955726,0.848288766,0.391327123,142658.8143,144564.5246,67557.28521,142658.8143,1
9,213,108159.1596,11694.42311,37801.66864,26309.1949,1562.278468,2716.734124,13925.54603,0.44851122,2800.48209,16367.65746,3.824247204,0.458776273,0.892105763,94009.84527,89681.66125,-18477.49834,94009.84527,0
10,235,237565.1985,34402.17286,68412.01512,20814.95965,8237.969491,8240.430096,10441.55396,0.517939826,3580.821107,10315.62295,6.295980654,0.895921001,0.740765056,150549.1012,145574.5173,-91990.6812,150549.1012,0
9,13,118626.6684,60526.02951,45057.5818,22472.53837,8743.153223,7018.900774,3739.535196,0.98720639,8231.366222,7960.112409,6.258633666,0.137208919,0.807246919,147557.7389,161691.8101,43065.14176,147557.7389,1
9,101,206165.9936,15606.26568,65849.62679,7067.812932,10217.09265,3141.509796,3131.975325,0.908373287,4551.669632,3075.48142,5.567993154,0.202064595,0.796090794,105014.2832,113518.3799,-92647.61371,105014.2832,0
6,24,70291.05612,22821.86692,67359.69054,26845.47331,13711.20947,13310.80347,4532.277435,0.947238096,3461.225164,1983.312873,4.14373042,0.45456864,0.207975176,148581.3211,151926.2754,81635.21924,148581.3211,1
8,364,163050.6198,51250.00095,18527.14977,7510.084418,8024.048872,12778.62896,6479.69566,0.485292651,4613.218774,8584.403725,6.866086626,0.799487428,0.242974509,104569.6086,114413.2595,-48637.36026,104569.6086,0
1,11,234772.8555,49199.557,25227.58416,9015.194034,5049.604982,3788.14521,3228.226446,0.526789575,806.7299765,2898.582223,7.625107628,0.544180632,0.385515324,95508.31183,93391.92709,-141380.9284,95508.31183,0
10,273,221628.4858,61724.98073,55049.49828,6457.488739,17812.58397,8022.562222,12169.39693,0.763249951,8960.740687,2967.415282,7.21933055,0.685874577,0.370925901,161236.5109,155858.4598,-65770.02595,161236.5109,0
4,281,253768.0252,66882.88474,61339.66015,14889.69862,19639.73391,23926.40969,5998.494797,0.701042933,5741.734812,8511.620074,3.457875165,0.438850526,0.159472934,192676.8819,200425.5776,-53342.44754,192676.8819,0
1,94,269363.0317,19000.5705,38749.73837,26968.14926,1380.27917,4546.942364,14105.2143,0.579102034,1495.849158,10554.02567,4.674042974,0.132409629,0.238124359,104750.894,105517.4657,-163845.566,104750.894,0
8,201,243295.8753,11286.66928,69559.69437,9816.083029,11382.87017,9015.428924,12794.8721,0.93030778,3239.865854,4546.974853,4.054486114,0.618250047,0.870607255,123855.6179,123975.1937,-119320.6816,123855.6179,0
1,21,217896.9357,58274.69638,5752.192919,13091.34235,7492.345203,2824.835164,13723.45568,0.940833169,9843.751114,14008.07804,6.244877301,0.607201166,0.630140354,101158.8677,107240.8205,-110656.1153,101158.8677,0
3,340,57930.62295,31097.4257,24473.52261,25843.79334,6262.801932,5424.40566,5122.89801,0.575010406,6134.045551,8955.148013,6.988942026,0.157142426,0.408054694,98224.84726,95523.85749,37593.23453,98224.84726,1
4,211,183741.6684,53818.87397,45505.51399,19681.01255,7378.421427,18086.13347,9032.241614,0.493451884,3268.346426,2746.528217,3.294776795,0.236705175,0.573830108,153502.197,163751.1325,-19990.53588,153502.197,0
8,140,59424.43123,20538.12116,35503.84421,23293.64263,13138.67737,10434.47952,5500.293253,0.489455452,4550.283783,13103.64837,7.683653212,0.480924639,0.335182052,108409.0581,108833.7444,49409.31315,108409.0581,1
